actor,movie_or_TV_name
Matthew Mercer,Shelf Life
Matthew Mercer,Sword Art Online Extra Edition
Matthew Mercer,Hunter x Hunter: The Last Mission
Matthew Mercer,République
Matthew Mercer,NFL Rush Zone
Matthew Mercer,Blood Lad
Matthew Mercer,Dynasty Warriors 8: Xtreme Legends
Matthew Mercer,Lightning Returns: Final Fantasy XIII
Matthew Mercer,Knack
Matthew Mercer,Call of Duty: Ghosts
Matthew Mercer,Batman: Arkham Origins
Matthew Mercer,The Devil's Spear: Assassin's Creed 4 - Black Flag
Matthew Mercer,Geek USA
Matthew Mercer,Pokémon Origins
Matthew Mercer,The Legend of Heroes: Trails of Cold Steel
Matthew Mercer,Gargantia on the Verdurous Planet
Matthew Mercer,Saints Row IV
Matthew Mercer,Beware the Batman
Matthew Mercer,Ultima Forever: Quest for the Avatar
Matthew Mercer,Dynasty Warriors 8
Matthew Mercer,Dota 2
Matthew Mercer,Batgirl: Spoiled
Matthew Mercer,Deadpool
Matthew Mercer,One Piece
Matthew Mercer,The Last of Us
Matthew Mercer,Monsters University
Matthew Mercer,Grid 2
Matthew Mercer,Shin Megami Tensei IV
Matthew Mercer,The Ladies & the Gents
Matthew Mercer,Iron Man: Rise of Technovore
Matthew Mercer,Naruto SD: Rock Lee & His Ninja Pals
Matthew Mercer,School of Thrones
Matthew Mercer,Gears of War: Judgment
Matthew Mercer,Mobile Suit Gundam Unicorn
Matthew Mercer,Aliens: Colonial Marines
Matthew Mercer,The Guided Fate Paradox
Matthew Mercer,Hunter X Hunter: Phantom Rouge
Matthew Mercer,MAME Drop
Matthew Mercer,One Piece Film Z
Matthew Mercer,Call of Duty: Black Ops II
Matthew Mercer,Halo 4
Matthew Mercer,Tales of Xillia 2
Matthew Mercer,BlackBoxTV
Matthew Mercer,Medal of Honor: Warfighter
Matthew Mercer,Skylanders: Giants
Matthew Mercer,Resident Evil 6
Matthew Mercer,Resident Evil 6 (Commercial)
Matthew Mercer,Dead or Alive 5
Matthew Mercer,World of Warcraft: Mists of Pandaria
Matthew Mercer,Resident Evil: Damnation
Matthew Mercer,Accel World
Matthew Mercer,Guild Wars 2
Matthew Mercer,Persona 4: The Animation
Matthew Mercer,Written by a Kid
Matthew Mercer,Infex
Matthew Mercer,The Amazing Spider-Man
Matthew Mercer,Zetman
Matthew Mercer,Fate/Zero
Matthew Mercer,Blade & Soul
Matthew Mercer,Marvel Pinball: Avengers Chronicles
Matthew Mercer,Steel Battalion: Heavy Armor
Matthew Mercer,Thundercats
Matthew Mercer,Diablo III
Matthew Mercer,Fire Emblem: Awakening
Matthew Mercer,Skullgirls
Matthew Mercer,Bleach
Matthew Mercer,Mugen Souls
Matthew Mercer,Kingdoms of Amalur: Reckoning
Matthew Mercer,Soulcalibur V
Matthew Mercer,Marvel Pinball: Vengeance and Virtue
Matthew Mercer,The Death and Return of Superman
Matthew Mercer,Dynasty Warriors 7: Xtreme Legends
Matthew Mercer,Call of Duty: Modern Warfare 3
Matthew Mercer,The Evil Inside
Matthew Mercer,Ace Combat: Assault Horizon
Matthew Mercer,Tales of Xillia
Matthew Mercer,Driver: San Francisco
Matthew Mercer,Naruto Shippuden the Movie: Blood Prison
Matthew Mercer,Shin Megami Tensei: Devil Survivor 2
Matthew Mercer,Team Unicorn
Matthew Mercer,Fullmetal Alchemist: The Sacred Star of Milos
Matthew Mercer,Mortal Kombat
Matthew Mercer,The Liquidator
Matthew Mercer,Dynasty Warriors 7
Matthew Mercer,Professor Layton and the Miracle Mask
Matthew Mercer,Rune Factory: Tides of Destiny
Matthew Mercer,Marvel Pinball
Matthew Mercer,World of Warcraft: Cataclysm
Matthew Mercer,Medal of Honor
Matthew Mercer,Street Fighter High: The Musical
Matthew Mercer,Ninety-Nine Nights II
Matthew Mercer,Sengoku Basara: Samurai Heroes
Matthew Mercer,White Knight Chronicles II
Matthew Mercer,Metal Gear Solid: Peace Walker
Matthew Mercer,Super Street Fighter IV
Matthew Mercer,Heroes of Newerth
Matthew Mercer,Fist of the North Star: Ken's Rage
Matthew Mercer,No More Heroes 2: Desperate Struggle
Matthew Mercer,There Will Be Brawl
Matthew Mercer,Hellsing Ultimate
Matthew Mercer,Fear News with the Last Girl
Matthew Mercer,Final Fantasy Crystal Chronicles: The Crystal Bearers
Matthew Mercer,Call of Duty: Modern Warfare 2
Matthew Mercer,League of Legends
Matthew Mercer,Brütal Legend
Matthew Mercer,Wolfenstein
Matthew Mercer,Naruto Shippûden: The Movie 3: Inheritors of the Will of Fire
Matthew Mercer,X-Men Origins: Wolverine
Matthew Mercer,Eat Lead: The Return of Matt Hazard
Matthew Mercer,Star Ocean: The Last Hope
Matthew Mercer,World of Warcraft: Wrath of the Lich King
Matthew Mercer,The Rise of the Argonauts
Matthew Mercer,Street Fighter IV
Matthew Mercer,ZEN Pinball
Matthew Mercer,Final Fantasy Fables: Chocobo's Dungeon
Matthew Mercer,BladeStorm: Hundred Years War
Matthew Mercer,Ace Combat Zero: The Belkan War
Matthew Mercer,Leo the Lion
Matthew Mercer,World of Warcraft
Matthew Mercer,Scaler
Matthew Mercer,Las Vegas
Matthew Mercer,Star Trek: Shattered Universe
Matthew Mercer,"Pryzm, Chapter 1: The Dark Unicorn"
Matthew Mercer,The Big O
Matthew Mercer,Street Fighter Alpha
Matthew Mercer,Dual! Paralle lunlun monogatari
Matthew Mercer,Trigun
Matthew Mercer,Cowboy Bebop
Matthew Mercer,Devil Summoner: Soul Hackers
Matthew Mercer,Fushigi Yûgi: The Mysterious Play - Reflections OAV 2
Matthew Mercer,Mobile Suit Gundam: The 08th MS Team
Matthew Mercer,Sailor Moon
Matthew Mercer,Akira
Matthew Mercer,Critical Role
Matthew Mercer,The League of S.T.E.A.M.
Matthew Mercer,School of Thrones
Matthew Mercer,There Will Be Brawl
Matthew Mercer,Muzzled the Musical
Matthew Mercer,School of Thrones
Matthew Mercer,There Will Be Brawl
Matthew Mercer,Fear News with the Last Girl
Matthew Mercer,Muzzled the Musical
Matthew Mercer,Fear News with the Last Girl
Matthew Mercer,There Will Be Brawl
Matthew Mercer,There Will Be Brawl
Matthew Mercer,Batgirl: Spoiled
Matthew Mercer,School of Thrones
Matthew Mercer,There Will Be Brawl
Matthew Mercer,Batgirl: Spoiled
Matthew Mercer,Super Power Beat Down
Matthew Mercer,New Looney Tunes
Matthew Mercer,Metal Gear Solid V: The Phantom Pain
Matthew Mercer,Far Cry 5
Matthew Mercer,Batgirl: Spoiled
Matthew Mercer,Critical Role
Matthew Mercer,Narrative Telephone
Matthew Mercer,Beyond the Trailer
Matthew Mercer,The Great Debate
Matthew Mercer,Animal Talking with Gary Whitta
Matthew Mercer,All Work No Play
Matthew Mercer,Mini Primetime
Matthew Mercer,Jacksepticeye
Matthew Mercer,Pub Draw
Matthew Mercer,Fandom Uncovered
Matthew Mercer,Dungeons & Dragons Live 2019: The Descent
Matthew Mercer,Adventuring Academy
Matthew Mercer,"Um, Actually"
Matthew Mercer,MAME Drop
Matthew Mercer,Talks Machina
Matthew Mercer,Super-Fan Builds
Matthew Mercer,Between the Sheets
Matthew Mercer,Game the Game
Matthew Mercer,Stream of Many Eyes
Matthew Mercer,VO Buzz Weekly
Matthew Mercer,Game Engine
Matthew Mercer,Talking Voices
Matthew Mercer,Embers of War
Matthew Mercer,Talkin' Toons
Matthew Mercer,Mothership
Matthew Mercer,Team Nerdist
Matthew Mercer,Hot Pepper Game Reviews
Matthew Mercer,Chaotic Awesome
Matthew Mercer,Super Power Beat Down
Matthew Mercer,Man at Arms
Matthew Mercer,The RadNerd Show
Matthew Mercer,Wishes on a Falling Star
Matthew Mercer,G-Phoria
Matthew Mercer,Call of Duty: Modern Warfare 2 Campaign Remastered
Matthew Mercer,Hot Pepper Game Reviews
Kenichiro Ohashi,Exos Heroes
Kenichiro Ohashi,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Kenichiro Ohashi,My Hero Academia
Kenichiro Ohashi,Demon Slayer: Kimetsu no Yaiba
Kenichiro Ohashi,Pokémon Masters
Kenichiro Ohashi,Black Clover
Kenichiro Ohashi,JoJo's Bizarre Adventure
Kenichiro Ohashi,Meiji Tokyo Renka
Kenichiro Ohashi,Dragalia Lost
Kenichiro Ohashi,Forest of Piano
Kenichiro Ohashi,Hakyu Hoshin Engi
Kenichiro Ohashi,Xenoblade Chronicles 2
Kenichiro Ohashi,Final Fantasy XIV: Stormblood
Kenichiro Ohashi,Starmyu
Kenichiro Ohashi,Girl Beats Boys
Kenichiro Ohashi,Marginal #4 Kiss Kara Tsukuru Big Bang
Kenichiro Ohashi,Nioh
Kenichiro Ohashi,Black Butler: Book of the Atlantic
Kenichiro Ohashi,Akiba's Beat
Kenichiro Ohashi,Magic Kyun! Renaissance
Kenichiro Ohashi,Izetta: The Last Witch
Kenichiro Ohashi,Ys VIII: Lacrimosa of Dana
Kenichiro Ohashi,Terra Formars
Kenichiro Ohashi,Phoenix Wright Ace Attorney: Spirit of Justice
Kenichiro Ohashi,Digimon World: Next 0rder
Kenichiro Ohashi,Ajin
Kenichiro Ohashi,Durarara!!x2
Kenichiro Ohashi,Macross Delta
Kenichiro Ohashi,Baby Steps
Kenichiro Ohashi,Meiji Tokyo Renka Movie: Yumihari no Serenade
Kenichiro Ohashi,I Doll U
Kenichiro Ohashi,Final Fantasy XIV: Heavensward
Kenichiro Ohashi,Beyond the Boundary Movie: I'll Be Here - Mirai-hen
Kenichiro Ohashi,Beyond the Boundary Movie: I'll Be Here - Kako-hen
Kenichiro Ohashi,Yona of the Dawn
Kenichiro Ohashi,Monsuno
Kenichiro Ohashi,Parasyte: The Maxim
Kenichiro Ohashi,Black Butler: Book of Circus
Kenichiro Ohashi,Blue Spring Ride
Kenichiro Ohashi,Ressha Sentai ToQger: The Movie - Galaxy Line SOS
Kenichiro Ohashi,Space Dandy
Kenichiro Ohashi,Space Brothers
Kenichiro Ohashi,Granblue Fantasy
Kenichiro Ohashi,Gekijouban Puritîrizumu ôru sutâ serekushon: Purizumu shô besuto ten
Kenichiro Ohashi,Soulcalibur: Lost Swords
Kenichiro Ohashi,Neppû Kairiku Bushi Road
Kenichiro Ohashi,Jewelic Nightmare
Kenichiro Ohashi,Kyoukai no kanata
Kenichiro Ohashi,Hunter x Hunter
Kenichiro Ohashi,Brothers Conflict
Kenichiro Ohashi,Mushibugyo
Kenichiro Ohashi,Final Fantasy XIV: A Realm Reborn
Kenichiro Ohashi,Eiga Juerupetto: Suîtsu dansu purinsesu
Kenichiro Ohashi,Uchû kyôdai
Kenichiro Ohashi,Soulcalibur V
Kenichiro Ohashi,For Colored Girls
Kenichiro Ohashi,Yu-Gi-Oh! Bonds Beyond Time
Kenichiro Ohashi,Miracle Train: Oedo-sen E Youkoso
Kenichiro Ohashi,Tower of Druaga Part 2: The Sword of Uruk
Kenichiro Ohashi,Air Gear
Kenichiro Ohashi,The Tower of DRUAGA: The Aegis of URUK
Kenichiro Ohashi,Yonna in the Solitary Fortress
Kenichiro Ohashi,Meiji Tokyo Renka Movie: Yumihari no Serenade
Kenichiro Ohashi,Starmyu
Kenichiro Ohashi,Marginal #4 Kiss Kara Tsukuru Big Bang
Kenichiro Ohashi,Bokura ga Amerika o tabishitara
Kenichiro Ohashi,Live Video Japan Otome Festival
Down,Lost Judgment
Kana Ueda,Neptunia x Senran Kagura: Ninja Wars
Down,Star Wars: Visions
Down,Remake Our Life!
Down,Osamake: Romcom Where the Childhood Friend Won't Lose
Down,Guilty Gear: Strive
Down,Fairy Ranmaru: Anata no Kokoro Otasuke Shimasu
Down,Yashahime: Princess Half-Demon
Down,Kakushigoto
Down,Demon Slayer: Kimetsu no Yaiba
Down,Carole & Tuesday
Down,Welcome to the Ballroom
Down,Haikyuu!!
Down,Qualidea Code
Kana Ueda,Hori-san to Miyamura-kun
Kana Ueda,Everyday Today's Menu for Emiya Family
Kana Ueda,Neptunia reVerse
Kana Ueda,Tales of the Rays: Last Cradle
Kana Ueda,Genshin Impact
Kana Ueda,Fate/Stay Night: Heaven's Feel - III. Spring Song
Kana Ueda,A Certain Scientific Railgun
Kana Ueda,Fate/Grand Order - Absolute Demonic Front: Babylonia
Kana Ueda,Hi Score Girl
Kana Ueda,Demon Slayer: Kimetsu no Yaiba
Kana Ueda,Girls und Panzer das Finale: Part II
Kana Ueda,Hyperdimension Neptunia the Animation: Neptune's Summer Vacation
Kana Ueda,BlazBlue: Central Fiction - Special Edition
Kana Ueda,Fate/Stay Night: Heaven's Feel II. Lost Butterfly
Kana Ueda,Today's Menu for the Emiya Family
Kana Ueda,Dragalia Lost
Kana Ueda,Fate/Extra Last Encore
Down,God Eater: Resurrection
Down,Gangsta.
Down,My Teen Romantic Comedy SNAFU
Down,Ghost in the Shell Arise: Alternative Architecture
Down,Akame ga Kill!
Down,Ghost in the Shell Arise: Border 3 - Ghost Tears
Down,Okashina Keiji 8
Down,Gods Eater Burst
Down,Slackers: Kizudarake no yujo
Down,Elevator Trap
Down,Tokyo Magnitude 8.0
Down,Earl and Fairy
Kana Ueda,Super Neptunia RPG
Kana Ueda,BlazBlue: Cross Tag Battle
Kana Ueda,Citrus
Kana Ueda,Ms. Koizumi Loves Ramen Noodles
Kana Ueda,Gintama
Kana Ueda,Tales of the Rays: Mirrage Prison
Kana Ueda,Onmyoji
Kana Ueda,Girls und Panzer das Finale: Part I
Kana Ueda,Fate/Stay Night: Heaven's Feel - I. Presage Flower
Kana Ueda,Magical Girl Lyrical Nanoha: Reflection
Kana Ueda,DanMachi: Is It Wrong to Try to Pick Up Girls in a Dungeon? On the Side - Sword Oratoria
Kana Ueda,Cyberdimension Neptunia: 4 Goddesses Online
Kana Ueda,Magia Record: Puella Magi Madoka Magica Side Story
Kana Ueda,Handa-kun
Kana Ueda,Fate/kaleid liner Prisma Illya 3rei
Kana Ueda,"Re: Zero, Starting Life in Another World"
Down,Casshern Sins
Kana Ueda,Luck & Logic
Kana Ueda,Assassination Classroom
Kana Ueda,Girls und Panzer der Film Special: Arisu War!
Kana Ueda,Haven't You Heard? I'm Sakamoto
Kana Ueda,Street Fighter V
Kana Ueda,Superdimension Neptune vs. Sega Hard Girls
Kana Ueda,Girls und Panzer der Film
Kana Ueda,BlazBlue: Central Fiction
Kana Ueda,Stella Glow
Kana Ueda,Megatagmension Blanc: Neptune Vs Zombies
Kana Ueda,Fate/stay night: Unlimited Blade Works
Kana Ueda,Gangsta.
Kana Ueda,Bikini Woriaazu
Kana Ueda,Fate/Grand Order
Kana Ueda,Fate/kaleid liner Prisma Illya 2wei! Herz!
Kana Ueda,Return to PopoloCrois: A Story of Seasons Fairytale
Kana Ueda,Megadimension Neptunia VII
Kana Ueda,Gunslinger Stratos: The Animation
Kana Ueda,Hori-san to Miyamura-kun: Suki da
Kana Ueda,Hyperdimension Neptunia Re;Birth 3: V Generation
Kana Ueda,Strike Witches: Operation Victory Arrow
Kana Ueda,Hyperdimension Neptunia U: Action Unleashed
Kana Ueda,Sailor Moon Crystal
Kana Ueda,Fate/kaleid liner Prisma Illya 2wei
Kana Ueda,Girls Und Panzer: This Is the Real Anzio Battle!
Kana Ueda,Atelier Escha & Logy: Alchemists of the Dusk Sky
Kana Ueda,Hyperdevotion Noire: Goddess Black Heart
Kana Ueda,Hyperdimension Neptunia Re;Birth 2: Sisters Generation
Kana Ueda,Hyperdimension Neptunia Re;Birth 1
Kana Ueda,BlazBlue: Alter Memory
Kana Ueda,Saki: Achiga-Hen Episode of Side-A Portable
Kana Ueda,Time and Eternity
Kana Ueda,Fate/kaleid liner Prisma Illya
Kana Ueda,Atelier Escha & Logy: Alchemists of the Dusk Sky
Kana Ueda,Hyperdimension Neptunia: Producing Perfection
Kana Ueda,Summon Night 5
Kana Ueda,Girls und Panzer
Kana Ueda,Tales of Hearts R
Kana Ueda,Hunter x Hunter
Kana Ueda,BlazBlue: Chrono Phantasma
Kana Ueda,Hyperdimension Neptunia Victory
Kana Ueda,Magical Girl Lyrical Nanoha the Movie 2nd A's
Kana Ueda,Phantasy Star Online 2
Kana Ueda,Atelier Ayesha: The Alchemist of Dusk
Kana Ueda,Fate/Zero
Kana Ueda,Fate/Zero Remix
Kana Ueda,Strike Witches the Movie
Kana Ueda,Carnival Phantasm
Kana Ueda,BlazBlue: Continuum Shift Extend
Kana Ueda,Hyperdimension Neptunia Mk2
Kana Ueda,Usagi Drop
Kana Ueda,Drawer Hobbs
Kana Ueda,Freezing
Kana Ueda,Tales of Graces f
Kana Ueda,Tegami Bachi Reverse
Kana Ueda,OVA To aru kagaku no rêrugan: Misaka-san wa ima chuumoku no mato desukara
Kana Ueda,Maid Sama!
Kana Ueda,Hyperdimension Neptunia
Kana Ueda,BlazBlue: Continuum Shift
Kana Ueda,Uragiri wa Boku no Namae o Shitteiru
Kana Ueda,Gekijouban Fate/Stay Night: Unlimited Blade Works
Kana Ueda,Aki Sora
Kana Ueda,Electromagnetic Girlfriend: Happiness Game
Up,Lost Judgment
Kana Ueda,Nogizaka Haruka no Himitsu: Purezza
Kana Ueda,Kemono to chat
Kana Ueda,The Sacred Blacksmith
Kana Ueda,Saki
Kana Ueda,Taisho Baseball Girls
Kana Ueda,"Hayate, the Combat Butler 2"
Up,Seirei Gensouki: Spirit Chronicles
Up,The Duke of Death and His Maid
Up,Tsukimichi: Moonlit Fantasy
Up,The Case Study of Vanitas
Up,Kyuukyoku Shinka Shita Full Dive RPG ga Genjitsu yori mo Kusogee Dattara
Kana Ueda,Linebarrels of Iron
Kana Ueda,Maria Watches Over Us
Kana Ueda,Hayate the Combat Butler OVA
Kana Ueda,Rune Factory Frontier
Kana Ueda,BlazBlue: Calamity Trigger
Kana Ueda,Gurren Lagann
Kana Ueda,Telepathy Shojo Ran
Kana Ueda,Infinite Undiscovery
Up,Combatants Will Be Dispatched!
Up,Night World
Up,Munou na Nana
Up,Golden Kamuy
Kana Ueda,Rental Magica
Kana Ueda,Shigofumi
Kana Ueda,Star Ocean: First Departure
Kana Ueda,Ryûsei no rokkuman: Toraibu
Kana Ueda,ASH: Archaic Sealed Heat
Kana Ueda,Fantastic Detective Labyrinth
Kana Ueda,Neuro: Supernatural Detective
Kana Ueda,Magical Girl Lyrical Nanoha StrikerS
Kana Ueda,"Hayate, the Combat Butler"
Up,Somali and the Forest Spirit
Up,The Disastrous Life of Saiki K.: Reawakened
Up,We Never Learn
Kana Ueda,Summon Night: Twin Age
Kana Ueda,Shin Jeeg
Kana Ueda,Hitohira
Kana Ueda,Sugarbunnies
Kana Ueda,Glass Fleet - The Legend of the Wind of the Universe
Kana Ueda,Tokyo Majin
Kana Ueda,Black Blood Brothers
Kana Ueda,Tokko
Up,Val x Love
Up,13 Sentinels: Aegis Rim
Up,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Up,Wasteful Days of High School Girls
Up,Fire Force
Kana Ueda,Fate/stay night
Kana Ueda,Kashimashi: Girl Meets Girl
Kana Ueda,Today in Class 5-2 OVA
Kana Ueda,Disgaea 2: Cursed Memories
Kana Ueda,Enchanted Arms
Kana Ueda,Magical Girl Lyrical Nanoha A's
Kana Ueda,Pani poni dasshu!
Kana Ueda,Strawberry 100% OAV
Kana Ueda,Fate/hollow ataraxia
Up,One Punch Man
Up,Demon Slayer: Kimetsu no Yaiba
Up,Boruto: Naruto Next Generations
Up,The Rising of the Shield Hero
Up,Judgement
Kana Ueda,Hell Girl
Kana Ueda,Petopeto-san
Kana Ueda,He Is My Master
Kana Ueda,Loveless
Kana Ueda,Best Student Council
Kana Ueda,Futakoi Alternative
Kana Ueda,Makai Kingdom: Chronicles of the Sacred Tome
Kana Ueda,If: Moshi watachi ga... dattara
Kana Ueda,Gakuen Alice
Up,Senran Kagura Shinovi Master: Tokyo Yoma-hen
Up,Overlord
Up,The Seven Deadly Sins
Up,Hinamatsuri
Up,Dragon Pilot: Hisone and Masotan
Up,High School DxD
Kana Ueda,Daphne in the Brilliant Blue
Kana Ueda,Tactics
Kana Ueda,Sensei no o-jikan Gold
Kana Ueda,Doki Doki School Hours
Kana Ueda,Fate/stay night: Realta nua
Kana Ueda,Lunar Legend Tsukihime
Kana Ueda,Growlanser: Wayfarer of Time
Kana Ueda,Green Green Character DVD
Kana Ueda,Green Green
Up,Hakumei and Mikochi
Up,The Disastrous Life of Saiki K.
Up,Kekkai Sensen
Up,Strike the Blood
Up,Gintama
Up,Flip Flappers
Up,Hip Whip Girl: Keijo!!!!!!
Up,Monster Hunter Stories
Up,Food Wars
Up,Flying Witch
Kana Ueda,Mermaid Melody Pichi Pichi Pitch
Kana Ueda,Mousou Kagaku Series Wandaba Style
Kana Ueda,Cyborg 009
Kana Ueda,Ever 17: The Out of Infinity
Up,Ace Attorney
Up,Kuromukuro
Up,Gate
Up,Durarara!!x2
Up,Dimension W
Up,Naruto Shippûden: Ultimate Ninja Storm 4
Up,Prince of Stride: Alternative
Up,One Punch Man - Wanpanman: The Shadow That Snuck Up Too Close
Up,Chivalry of a Failed Knight
Kana Ueda,Angelic Layer
Kana Ueda,Chance Pop Session
Kana Ueda,Taisho Baseball Girls
Kana Ueda,Gakuen Alice
Kana Ueda,Final Fantasy: Unlimited
Kana Ueda,Lady Luck Club
Kana Ueda,Saki: Zenkoku-hen
Up,Starmyu
Up,Heavy Object
Up,Noragami
Up,Valkyrie Drive: Mermaid
Up,The Anthem of the Heart
Up,Chaos Dragon: Sekiryuu Sen'eki
Up,Assassination Classroom
Up,Ghost in the Shell Arise: Alternative Architecture
Up,Naruto: Shippûden
Up,Your Lie in April
Up,Aldnoah.Zero
Up,Shirobako
Up,In Search of the Lost Future
Up,Tribe Cool Crew
Up,Shirogane no Ishi: Argevollen
Up,Ghost in the Shell: Arise - Border 1: Ghost Pain
Up,Hunter x Hunter
Up,Strike the Blood
Sôichirô Hoshi,Gekijou Kidou Senshi Gundam SEED
Philece Sampler,Miraculous: Tales of Ladybug & Cat Noir
Sôichirô Hoshi,Saiyuuki Reload: Zeroin
Sôichirô Hoshi,Higurashi no Naku Koro ni Sotsu
Sôichirô Hoshi,Kikai Sentai Zenkaiger
Sôichirô Hoshi,My Hero Academia
Sôichirô Hoshi,Higurashi: When They Cry - GOU
Sôichirô Hoshi,Tales of the Rays: Last Cradle
Sôichirô Hoshi,Sword Art Online
Sôichirô Hoshi,Baki
Sôichirô Hoshi,Persona 5 Royal
Sôichirô Hoshi,Actors: Songs Connection
Sôichirô Hoshi,Demon Slayer: Kimetsu no Yaiba
Sôichirô Hoshi,One Punch Man
Philece Sampler,Yashahime: Princess Half-Demon
Philece Sampler,Lilly's Light: The Movie
Philece Sampler,Demon Slayer: Mugen Train
Philece Sampler,Deadly Premonition 2: A Blessing in Disguise
Philece Sampler,Ghost in the Shell SAC_2045
Philece Sampler,The Academy of Magic
Philece Sampler,Vinland Saga
Sôichirô Hoshi,POP TEAM EPIC TV Special
Sôichirô Hoshi,Persona 5: The Animation
Sôichirô Hoshi,Code Geass: Lelouch of the Re;Surrection
Sôichirô Hoshi,Langrisser Mobile
Sôichirô Hoshi,Persona Q2: New Cinema Labyrinth
Sôichirô Hoshi,Soulcalibur VI
Sôichirô Hoshi,Gakuen Basara - Samurai High School
Sôichirô Hoshi,Engine Sentai Go-onger: 10 Years Grand Prix
Sôichirô Hoshi,Shining Resonance Refrain
Sôichirô Hoshi,Code Geass: Lelouch of the Rebellion - Emperor
Philece Sampler,Shenmue III
